,,,,,Marketwise Price & Arrival Report (21-11-2025),,,,
,,,,Price (Rs./Quintal)  ,,,Arrival (Metric Tonnes)  ,,
Commodity Group,Commodity,Variety,MSP (Rs./Quintal) 2025-26,"Price on 21 Nov, 2025","Price on 20 Nov, 2025","Price on 19 Nov, 2025","Arrival on 21 Nov, 2025","Arrival on 20 Nov, 2025","Arrival on 19 Nov, 2025"
Cereals,Bajra(Pearl Millet/Cumbu),Bold,2775.00,2003.35,2375.14,2819.31,8.80,105.50,141.60
Cereals,Bajra(Pearl Millet/Cumbu),Deshi,2775.00,2273.24,2054.85,2139.47,19.30,32.11,16.65
Cereals,Bajra(Pearl Millet/Cumbu),Hybrid,2775.00,2741.01,2755.83,2764.07,4565.25,5136.05,4341.90
Cereals,Bajra(Pearl Millet/Cumbu),Local,2775.00,2524.57,2535.40,2022.69,138.10,282.10,30.90
Cereals,Bajra(Pearl Millet/Cumbu),Millet,2775.00,2039.81,2053.89,2033.41,60.53,86.65,73.36
Cereals,Bajra(Pearl Millet/Cumbu),Other,2775.00,2774.81,2540.06,2737.26,554.35,440.31,559.45
Cereals,Bajra(Pearl Millet/Cumbu),Pattu Bajra (Sweet),2775.00,-,1988.00,-,-,2.50,-
Cereals,Barley(Jau),Barley,1980.00,2317.38,2374.44,2192.20,32.43,30.23,59.78
Cereals,Barley(Jau),Dara,1980.00,2323.44,2300.17,2341.00,150.80,152.30,105.50
Cereals,Barley(Jau),Deshi,1980.00,2261.38,-,3135.00,17.72,-,0.09
Cereals,Barley(Jau),Local,1980.00,2500.00,-,-,48.90,-,-
Cereals,Barley(Jau),Other,1980.00,2087.98,2550.00,2087.87,49.90,17.00,43.70
Cereals,Jowar(Sorghum),Jowar ( White),3699.00,3683.71,4079.71,3946.76,82.21,52.28,33.19
Cereals,Jowar(Sorghum),Jowar (Yellow),3699.00,2333.36,2088.10,2617.46,137.61,107.60,36.59
Cereals,Jowar(Sorghum),Jowar Hybrid,3699.00,-,1880.00,3699.00,-,3.50,18.80
Cereals,Jowar(Sorghum),Local,3699.00,2505.76,3114.71,2790.00,3.70,3.74,1.35
Cereals,Jowar(Sorghum),Other,3699.00,4586.23,4808.11,5017.38,90.86,116.79,80.90
Cereals,Maize,Deshi Red,2400.00,1764.03,1800.30,1868.00,2384.55,1763.87,2246.94
Cereals,Maize,Deshi White,2400.00,1665.00,1688.33,1651.96,3.60,26.16,15.47
Cereals,Maize,Hybrid,2400.00,1787.01,1865.88,2132.44,440.30,613.40,193.20
Cereals,Maize,Hybrid Yellow (Cattle Feed),2400.00,2235.00,1718.92,2255.00,15.00,31.08,12.00
Cereals,Maize,Hybrid/Local,2400.00,2239.69,2296.49,2274.99,777.00,292.00,846.90
Cereals,Maize,Local,2400.00,1535.70,1549.23,1545.33,53074.83,39620.21,49085.41
Cereals,Maize,Maize/Corn-Organic,2400.00,1600.66,1418.34,1608.78,320.36,127.24,173.41
Cereals,Maize,Medium,2400.00,-,2200.00,-,-,7.00,-
Cereals,Maize,Other,2400.00,1919.03,2055.98,1834.95,490.30,205.13,392.00
Cereals,Maize,Popcorn,2400.00,1530.00,1556.42,-,6.98,51.90,-
Cereals,Maize,Sweet Corn (For Biscuits),2400.00,1481.00,-,-,2.67,-,-
Cereals,Maize,White (SAFED),2400.00,2700.00,2650.00,-,15.40,43.40,-
Cereals,Maize,Yellow,2400.00,1624.23,1691.86,1685.87,13738.92,11243.44,15437.94
Cereals,Paddy(Common),1001,2369.00,2409.56,2369.74,2387.20,335.00,333.10,3212.70
Cereals,Paddy(Common),1121,2369.00,3097.07,2922.09,2928.68,55.07,42.71,27.72
Cereals,Paddy(Common),B P T,2369.00,2310.30,2369.01,2350.01,53.01,14.77,8.61
Cereals,Paddy(Common),Basmati,2369.00,3141.62,3012.26,3111.39,6846.99,5656.66,5776.16
Cereals,Paddy(Common),Basmati 1509,2369.00,2616.02,2526.02,2604.16,2737.73,286.79,3481.08
Cereals,Paddy(Common),Common,2369.00,2159.85,2210.97,2206.74,26668.85,24152.26,23800.85
Cereals,Paddy(Common),D.B.,2369.00,3345.59,3308.27,3287.77,3360.80,4622.70,3894.00
Cereals,Paddy(Common),Dhan,2369.00,2855.17,2869.16,2769.19,10559.34,6088.44,9438.56
Cereals,Paddy(Common),Fine,2369.00,2059.31,2070.28,2003.18,5913.00,3596.50,3366.70
Cereals,Paddy(Common),HMT,2369.00,-,-,2300.00,-,-,0.30
Cereals,Paddy(Common),I.R. 36,2369.00,2390.73,2391.06,2387.34,181.25,181.20,113.75
Cereals,Paddy(Common),I.R. 64,2369.00,2356.27,2390.00,-,43.20,14.00,-
Cereals,Paddy(Common),I.R. 8,2369.00,2369.00,2369.00,-,60.00,60.00,-
Cereals,Paddy(Common),I.R.-64,2369.00,2369.00,2369.00,2369.00,0.00,61.20,0.00
Cereals,Paddy(Common),Kranti,2369.00,2276.58,2224.53,2099.14,1868.23,165.49,1056.15
Cereals,Paddy(Common),MTU-1010,2369.00,2386.25,2389.55,2389.17,331.54,218.22,189.31
Cereals,Paddy(Common),Other,2369.00,3013.34,2944.07,2932.18,7157.10,6622.10,7192.70
Cereals,Paddy(Common),Paddy,2369.00,2915.25,2923.18,2890.84,15549.68,10032.33,13573.42
Cereals,Paddy(Common),Paddy Coarse,2369.00,2174.21,2216.84,2218.03,11611.70,10548.50,10068.70
Cereals,Paddy(Common),Paddy Dappa,2369.00,-,2500.00,-,-,37.00,-
Cereals,Paddy(Common),Paddy Medium,2369.00,2369.00,2369.00,2369.00,240.00,250.00,200.00
Cereals,Paddy(Common),Paddy fine,2369.00,-,2852.22,2410.00,-,45.00,34.00
Cereals,Paddy(Common),Paddy-Organic,2369.00,3300.00,3150.00,3000.00,4.15,3.58,7.48
Cereals,Paddy(Common),Puspa (MR 301),2369.00,3092.70,3138.35,3133.99,3018.83,2258.54,2603.73
Cereals,Paddy(Common),Red,2369.00,3050.00,3200.00,3202.00,7.04,4.74,6.95
Cereals,Paddy(Common),Samba Masuri,2369.00,2389.00,2389.00,2389.00,306.20,283.90,88.00
Cereals,Paddy(Common),Sarvati,2369.00,2400.00,2500.00,-,1600.00,1300.00,-
Cereals,Paddy(Common),Sinna Ponni,2369.00,-,-,2500.00,-,-,7.14
Cereals,Paddy(Common),Sona Mahsuri,2369.00,2688.00,-,2679.00,3907.80,-,2936.30
Cereals,Paddy(Common),Sugandha,2369.00,2099.00,2014.00,2006.00,0.40,7.30,12.30
Cereals,Paddy(Common),Super Ponni,2369.00,-,-,2985.00,-,-,4.18
Cereals,Paddy(Common),Swarna Masuri (New),2369.00,2369.00,2369.00,2369.00,2.30,2.10,2.20
Cereals,Ragi(Finger Millet),Other,4886.00,5400.00,5400.00,5450.00,0.30,0.50,0.30
Cereals,Wheat,147 Average,2425.00,2650.00,2580.00,-,1.00,2.00,-
Cereals,Wheat,2189 No. 1,2425.00,2535.00,2500.00,2500.00,3.00,2.00,2.00
Cereals,Wheat,2189 No. 2,2425.00,2535.00,2500.00,2525.00,15.00,12.50,13.00
Cereals,Wheat,Bansi,2425.00,2651.00,2700.00,2600.00,7.50,3.60,3.80
Cereals,Wheat,Dara,2425.00,2528.59,2524.54,2522.58,15249.00,14303.00,13352.60
Cereals,Wheat,Deshi,2425.00,3040.22,2699.84,2610.00,76.10,92.10,0.30
Cereals,Wheat,Farmi,2425.00,3400.00,3400.00,-,43.00,16.50,-
Cereals,Wheat,Hybrid,2425.00,2635.00,2607.00,2640.00,18.05,17.39,10.64
Cereals,Wheat,Kalyan,2425.00,2716.79,2755.86,2686.73,33.83,31.06,45.18
Cereals,Wheat,Local,2425.00,2476.98,2469.65,2506.04,337.89,125.87,224.65
Cereals,Wheat,Lokwan,2425.00,2538.77,2624.31,2570.58,350.19,137.18,390.63
Cereals,Wheat,Lokwan Gujrat,2425.00,2560.75,2554.06,2531.65,37.20,69.90,54.10
Cereals,Wheat,Maharashtra 2189,2425.00,2545.41,2554.21,2709.26,14.10,10.70,15.80
Cereals,Wheat,Malwa Shakti,2425.00,2375.82,2538.76,2572.43,44.44,13.45,32.98
Cereals,Wheat,Medium,2425.00,2475.00,2500.00,2525.00,2.00,2.00,2.00
Cereals,Wheat,Medium Fine,2425.00,2650.00,2625.00,2590.00,4.40,5.80,4.16
Cereals,Wheat,Mill Quality,2425.00,2462.97,2497.24,2469.66,3097.95,2630.60,3409.30
Cereals,Wheat,Other,2425.00,3415.59,3351.37,3259.21,1413.93,1101.13,1265.36
Cereals,Wheat,PISSI,2425.00,2750.00,-,2420.00,102.65,-,43.32
Cereals,Wheat,Rajasthan Tukdi,2425.00,2740.00,2825.00,-,28.60,23.50,-
Cereals,Wheat,Sharbati,2425.00,3205.42,3182.82,2958.72,388.47,306.85,278.91
Cereals,Wheat,Sonalika,2425.00,2642.31,2599.15,2645.39,52.00,58.70,87.90
Cereals,Wheat,Sujata,2425.00,2540.07,2769.52,2454.57,167.17,33.39,193.27
Cereals,Wheat,Wheat,2425.00,2516.08,2525.56,2514.08,10000.57,6899.63,10624.86
Cereals,Wheat,Wheat Mix,2425.00,2411.30,2452.38,2414.52,32.30,50.99,47.20
Cereals,Wheat,Wheat-Organic,2425.00,2690.00,2700.00,-,26.10,45.70,-
Fibre Crops,Cotton,170-CO2 (Unginned),7710.00,7750.00,7750.00,7710.00,25.00,2.50,5.00
Fibre Crops,Cotton,American,7710.00,7108.58,7116.44,7084.47,2650.56,3097.62,3123.36
Fibre Crops,Cotton,Bramha,7710.00,7199.00,-,7181.00,4514.00,-,5847.00
Fibre Crops,Cotton,Bunny,7710.00,6000.00,-,-,55.90,-,-
Fibre Crops,Cotton,CO-2 (Unginned),7710.00,8110.00,7948.00,-,968.80,784.04,-
Fibre Crops,Cotton,Cotton (Ginned),7710.00,-,-,7816.00,-,-,34.79
Fibre Crops,Cotton,Cotton (Unginned),7710.00,6844.65,7666.41,6492.86,1585.55,2372.10,699.00
Fibre Crops,Cotton,Cotton US,7710.00,7829.00,7860.00,7829.00,2.65,2.70,2.13
Fibre Crops,Cotton,Desi,7710.00,6944.80,6944.74,-,242.00,280.50,-
Fibre Crops,Cotton,Ginned Cotton,7710.00,6170.89,5260.00,6050.00,5.54,0.50,0.28
Fibre Crops,Cotton,H.Y.4 (Unginned),7710.00,7107.00,7082.00,7085.00,35.92,52.28,52.44
Fibre Crops,Cotton,Kapas (Adoni),7710.00,6850.00,6800.00,6800.00,4.30,3.50,0.80
Fibre Crops,Cotton,Local,7710.00,-,7000.00,7200.00,-,11.00,10.60
Fibre Crops,Cotton,Long fiber,7710.00,7087.13,7200.00,6208.39,29.76,3.20,23.25
Fibre Crops,Cotton,Medium Fiber,7710.00,6438.84,6372.92,6188.06,18.14,22.56,27.04
Fibre Crops,Cotton,Narma BT Cotton,7710.00,7133.48,7125.58,7198.68,608.10,344.00,721.50
Fibre Crops,Cotton,Other,7710.00,7102.72,7012.73,7075.69,1249.10,1589.35,1378.60
Fibre Crops,Cotton,RCH-2,7710.00,-,-,6752.50,-,-,5.90
Fibre Crops,Cotton,Shanker 6 (B) 30mm FIne,7710.00,6375.39,6424.83,6494.62,1284.66,713.72,1021.24
Fibre Crops,Cotton,Without Ginned Cotton,7710.00,6556.62,6533.67,6361.20,2759.77,2921.29,2859.60
Oil Seeds,Copra,Copra,12100.00,20996.00,20976.19,21062.42,6.25,5.25,15.22
Oil Seeds,Copra,Other,12100.00,18745.61,18830.15,18633.11,2.85,2.72,2.93
Oil Seeds,Groundnut,Balli/Habbu,7265.00,6013.45,5803.88,5758.42,98.07,86.17,70.28
Oil Seeds,Groundnut,Big (With Shell),7265.00,5332.63,5310.27,5366.79,1263.40,882.21,1008.93
Oil Seeds,Groundnut,Bold,7265.00,5481.01,5490.53,5675.55,1074.38,938.43,943.14
Oil Seeds,Groundnut,F.A.Q,7265.00,7336.07,-,-,12.20,-,-
Oil Seeds,Groundnut,G20,7265.00,5671.69,5623.20,5617.61,785.70,672.84,731.53
Oil Seeds,Groundnut,Groundnut seed,7265.00,-,5200.00,7247.78,-,0.04,11.27
Oil Seeds,Groundnut,Hybrid,7265.00,6500.00,6638.39,6682.73,11.20,28.00,49.80
Oil Seeds,Groundnut,JL-24,7265.00,7600.00,7600.00,7600.00,295.00,345.00,345.00
Oil Seeds,Groundnut,Local,7265.00,6211.38,5669.10,5755.58,676.20,525.00,655.60
Oil Seeds,Groundnut,Other,7265.00,5414.11,5762.46,5714.35,2304.30,518.08,2347.05
Oil Seeds,Groundnut,Peanuts-Organic,7265.00,5800.00,5701.00,5701.00,10.65,10.36,9.10
Oil Seeds,Mustard,Big 100 Kg,5950.00,-,6950.00,6975.00,-,38.10,32.60
Oil Seeds,Mustard,Lohi Black,5950.00,6749.85,6776.76,6750.70,88.30,52.50,78.50
Oil Seeds,Mustard,Mustard,5950.00,6749.38,6706.50,6736.23,594.08,568.34,492.61
Oil Seeds,Mustard,Other,5950.00,6776.37,6782.51,6834.06,191.05,217.88,220.22
Oil Seeds,Mustard,Sarson(Black),5950.00,6700.47,6800.88,6750.46,1077.65,713.12,835.48
Oil Seeds,Mustard,Yellow (Black),5950.00,7705.64,7038.16,6833.01,42.90,20.70,16.33
Oil Seeds,Safflower,Other,5940.00,-,-,6550.00,-,-,0.20
Oil Seeds,"Sesamum(Sesame,Gingelly,Til)",Black,9846.00,6600.00,-,7114.29,1.10,-,1.40
Oil Seeds,"Sesamum(Sesame,Gingelly,Til)",Gajjar,9846.00,-,10400.00,-,-,1.20,-
Oil Seeds,"Sesamum(Sesame,Gingelly,Til)",Other,9846.00,14081.47,14396.06,12487.96,46.40,51.38,11.33
Oil Seeds,"Sesamum(Sesame,Gingelly,Til)",Sesame,9846.00,10354.41,11027.78,10768.71,30.05,42.57,56.84
Oil Seeds,"Sesamum(Sesame,Gingelly,Til)",White,9846.00,10578.73,10527.97,10571.42,283.70,376.65,368.11
Oil Seeds,"Sesamum(Sesame,Gingelly,Til)",Whitish,9846.00,10700.00,-,11000.00,30.30,-,34.70
Oil Seeds,Soyabean,Black,5328.00,4470.93,4440.37,4510.00,101.25,131.96,100.00
Oil Seeds,Soyabean,Local,5328.00,-,4400.00,-,-,2.50,-
Oil Seeds,Soyabean,Other,5328.00,4379.23,4368.53,4304.97,674.32,308.48,428.87
Oil Seeds,Soyabean,Soyabeen,5328.00,4295.49,4284.60,4339.18,42308.10,24210.89,39423.55
Oil Seeds,Soyabean,Soybean-Organic,5328.00,4365.00,-,-,2.20,-,-
Oil Seeds,Soyabean,Yellow,5328.00,4299.58,4396.62,4234.29,9898.65,5886.35,6772.15
Pulses,Arhar(Tur/Red Gram)(Whole),Arhar (Whole),8000.00,6361.91,7856.30,6464.20,49.00,544.00,87.00
Pulses,Arhar(Tur/Red Gram)(Whole),Arhar Dal(Tur),8000.00,6391.63,6135.63,6349.72,788.78,558.29,753.68
Pulses,Arhar(Tur/Red Gram)(Whole),Desi(Whole),8000.00,6000.00,-,-,4.00,-,-
Pulses,Arhar(Tur/Red Gram)(Whole),Hybrid,8000.00,-,6330.00,-,-,3.20,-
Pulses,Arhar(Tur/Red Gram)(Whole),Other,8000.00,11231.09,9688.13,9874.41,2.30,3.20,2.55
Pulses,Bengal Gram(Gram)(Whole),999,5650.00,4750.00,-,4800.00,2.10,-,1.50
Pulses,Bengal Gram(Gram)(Whole),Average (Whole),5650.00,6624.14,6652.18,6678.38,46.50,45.80,42.90
Pulses,Bengal Gram(Gram)(Whole),Bengal Gram (Split),5650.00,7700.00,7800.00,7700.00,1.00,1.00,1.00
Pulses,Bengal Gram(Gram)(Whole),Bold,5650.00,5750.00,-,-,8.00,-,-
Pulses,Bengal Gram(Gram)(Whole),Chana Kabuli,5650.00,5267.98,10682.00,4732.26,150.98,25.00,205.06
Pulses,Bengal Gram(Gram)(Whole),Chana Kanta,5650.00,5041.00,5000.00,5201.00,12.10,2.10,15.95
Pulses,Bengal Gram(Gram)(Whole),Chana mausami,5650.00,5165.00,-,8475.57,0.53,-,12.28
Pulses,Bengal Gram(Gram)(Whole),Desi (F.A.Q. Split),5650.00,4968.25,5457.93,5163.12,100.15,148.26,125.39
Pulses,Bengal Gram(Gram)(Whole),Desi (Whole),5650.00,5951.14,5960.72,6112.29,571.00,538.70,391.60
Pulses,Bengal Gram(Gram)(Whole),Gram,5650.00,5068.24,5053.64,5126.84,1590.50,819.86,1543.61
Pulses,Bengal Gram(Gram)(Whole),Kabul Small,5650.00,7455.00,-,7300.00,1.80,-,0.20
Pulses,Bengal Gram(Gram)(Whole),Kanta,5650.00,-,5236.00,5241.00,-,5.70,3.60
Pulses,Bengal Gram(Gram)(Whole),Other,5650.00,5961.48,5882.92,5226.47,460.24,387.10,510.95
Pulses,Bengal Gram(Gram)(Whole),White (whole),5650.00,-,8125.00,8250.00,-,136.00,120.00
Pulses,Black Gram(Urd Beans)(Whole),Black Gram (Whole),7800.00,7068.05,6990.67,7387.36,195.60,319.30,185.10
Pulses,Black Gram(Urd Beans)(Whole),Black Gram Dal,7800.00,11300.00,11300.00,11300.00,1.00,1.00,1.00
Pulses,Black Gram(Urd Beans)(Whole),Desi,7800.00,7357.31,5100.00,5505.00,7.25,0.48,5.04
Pulses,Black Gram(Urd Beans)(Whole),Hybrid,7800.00,8900.00,9000.00,-,0.60,0.50,-
Pulses,Black Gram(Urd Beans)(Whole),Local,7800.00,5850.00,-,5560.00,0.55,-,1.90
Pulses,Black Gram(Urd Beans)(Whole),Mogan Medium,7800.00,9300.00,9300.00,9300.00,0.30,0.30,0.30
Pulses,Black Gram(Urd Beans)(Whole),Other,7800.00,6644.51,6711.26,6587.38,210.70,241.72,231.71
Pulses,Black Gram(Urd Beans)(Whole),Urda/Urd,7800.00,6380.59,6266.12,5688.37,344.88,134.70,487.93
Pulses,Green Gram(Moong)(Whole),Ankola,8768.00,7000.00,-,7100.00,2.60,-,4.00
Pulses,Green Gram(Moong)(Whole),Green (Whole),8768.00,7265.16,7451.79,6709.25,287.83,298.97,301.70
Pulses,Green Gram(Moong)(Whole),Green Gram Dhall-I,8768.00,12100.00,11800.00,11800.00,1.00,1.00,1.00
Pulses,Green Gram(Moong)(Whole),Hybrid,8768.00,-,5955.76,6525.00,-,1.05,0.20
Pulses,Green Gram(Moong)(Whole),Local,8768.00,5480.00,4800.00,5002.11,11.80,377.00,34.95
Pulses,Green Gram(Moong)(Whole),Other,8768.00,6791.37,6254.18,6212.42,1473.89,1687.08,1595.09
Pulses,Lentil(Masur)(Whole),Kala Masoor New,6700.00,6300.00,7000.00,6333.33,154.56,1.00,21.00
Pulses,Lentil(Masur)(Whole),Local,6700.00,6188.18,5312.98,6229.64,2.80,10.35,3.22
Pulses,Lentil(Masur)(Whole),Masoor Gola,6700.00,6727.96,6939.48,6806.14,300.90,220.10,234.60
Pulses,Lentil(Masur)(Whole),Masur Dal,6700.00,6157.29,6298.02,6314.61,433.88,201.12,363.11
Pulses,Lentil(Masur)(Whole),Other,6700.00,7452.12,7473.36,7507.28,46.54,46.84,27.15
Vegetables,Onion,1st Sort,-,2371.97,2482.01,2215.12,10.00,23.90,8.60
Vegetables,Onion,Bellary,-,1500.00,1500.00,1475.00,74.35,75.35,67.54
Vegetables,Onion,Big,-,2701.81,3288.26,2726.26,213.25,266.35,222.00
Vegetables,Onion,Dry F.A.Q.,-,1593.53,1619.00,1465.06,13.90,10.00,8.30
Vegetables,Onion,Hybrid,-,-,100.00,-,-,0.12,-
Vegetables,Onion,Local,-,480.23,575.45,598.83,440.41,351.38,300.05
Vegetables,Onion,Medium,-,422.59,385.09,177.55,1561.98,1630.35,1722.44
Vegetables,Onion,Nasik,-,1580.84,1411.28,1600.34,867.05,1293.43,1152.15
Vegetables,Onion,Onion,-,550.91,587.97,642.44,7511.96,6599.54,6981.24
Vegetables,Onion,Onion-Organic,-,484.17,539.18,399.61,21.04,56.08,60.58
Vegetables,Onion,Other,-,1246.06,1119.29,1211.46,1548.28,2236.70,2843.53
Vegetables,Onion,Red,-,881.12,1161.91,962.83,3564.03,2766.59,3747.24
Vegetables,Onion,Small,-,6024.00,6154.60,6139.85,12.50,89.75,86.77
Vegetables,Onion,White,-,1430.00,1295.00,1508.19,664.00,636.25,531.37
Vegetables,Potato,Badshah,-,1299.14,1287.24,1317.39,2035.70,1830.00,1925.30
Vegetables,Potato,Chandermukhi,-,1370.00,1485.00,1400.00,80.00,90.00,85.00
Vegetables,Potato,Chips,-,1489.12,1950.00,2200.00,104.30,25.20,23.90
Vegetables,Potato,Desi,-,1250.46,1250.91,1296.93,14071.74,18051.96,38829.12
Vegetables,Potato,F.A.Q.,-,1265.17,1274.12,1235.28,49.10,197.20,341.40
Vegetables,Potato,Jalander,-,-,1750.00,2450.46,-,122.00,118.40
Vegetables,Potato,Jyoti,-,1441.27,1444.12,1451.32,1168.88,1081.73,1138.53
Vegetables,Potato,Kufri Megha,-,1260.00,1265.00,1277.94,195.00,187.00,231.00
Vegetables,Potato,Local,-,1239.10,1237.39,1252.14,6815.01,7685.36,7985.03
Vegetables,Potato,Other,-,1191.75,1320.14,1356.90,3275.24,3854.63,3713.25
Vegetables,Potato,Potato,-,1561.77,1290.28,1643.31,5548.21,4725.10,3782.42
Vegetables,Potato,Red,-,1561.66,1503.18,1467.97,77.20,75.50,84.30
Vegetables,Potato,Red Nanital,-,2031.42,2551.78,1741.00,62.70,64.70,52.20
Vegetables,Tomato,Deshi,-,3200.24,3362.64,2907.26,670.15,454.00,771.38
Vegetables,Tomato,Hybrid,-,3728.36,3547.48,3643.13,559.60,761.70,693.18
Vegetables,Tomato,Local,-,4406.20,3225.46,3877.60,390.23,289.50,398.35
Vegetables,Tomato,Other,-,4087.84,3568.30,3487.75,1202.48,1156.52,1114.35
Vegetables,Tomato,Tomato,-,3949.43,4090.64,3245.99,836.16,845.96,1062.34

